,Month,Mean Sea Level [m],STD [m]
0,0.0,6.886260456118331,0.05
1,1.0,6.847871948924924,0.05
2,2.0,6.986170390615568,0.05
3,3.0,6.852243599530575,0.05
4,4.0,6.8705450728351884,0.05
5,5.0,6.944405011354907,0.05
6,6.0,6.820035710004567,0.05
7,7.0,6.836131872096415,0.05
8,8.0,6.8753102410303315,0.05
9,9.0,6.849652956595062,0.05
10,10.0,6.80672459860849,0.05
11,11.0,6.856335378445751,0.05
12,12.0,6.848854131370618,0.05
13,13.0,6.897185533596705,0.05
14,14.0,6.783988901738196,0.05
15,15.0,6.832435751072833,0.05
16,16.0,6.925230628177239,0.05
17,17.0,6.960744002809997,0.05
18,18.0,6.792534849309563,0.05
19,19.0,6.90055257748417,0.05
20,20.0,6.8194961824241505,0.05
21,21.0,6.8259002936948265,0.05
22,22.0,6.825365367013399,0.05
23,23.0,6.848050304463612,0.05
24,24.0,6.91921406701295,0.05
25,25.0,6.905229513956661,0.05
26,26.0,6.872782037319334,0.05
27,27.0,6.8518756559798355,0.05
28,28.0,6.870422016796187,0.05
29,29.0,6.86517742729216,0.05
30,30.0,6.91034299011368,0.05
31,31.0,6.839328117396521,0.05
32,32.0,6.870813328207394,0.05
33,33.0,6.86628606778677,0.05
34,34.0,6.868940415580189,0.05
35,35.0,6.8842330807965775,0.05
36,36.0,6.881871577166008,0.05
37,37.0,6.9389473760715115,0.05
38,38.0,6.868077541791101,0.05
39,39.0,6.950714311522978,0.05
40,40.0,6.857561420537752,0.05
41,41.0,6.849183875477722,0.05
42,42.0,6.878323730524826,0.05
43,43.0,6.891275119450201,0.05
44,44.0,6.887200190900619,0.05
45,45.0,6.9385341144932315,0.05
46,46.0,6.931119469010648,0.05
47,47.0,6.899090714720988,0.05
48,48.0,6.857768256603657,0.05
49,49.0,6.869770726990679,0.05
50,50.0,6.945687719947673,0.05
51,51.0,6.886296899939684,0.05
52,52.0,6.809911911873698,0.05
53,53.0,6.841188681685826,0.05
54,54.0,6.847007656372215,0.05
55,55.0,6.933709931298119,0.05
56,56.0,6.870957868283678,0.05
57,57.0,6.989537780956449,0.05
58,58.0,6.909579790529007,0.05
59,59.0,6.883205533028045,0.05
60,60.0,6.8553963705556615,0.05
61,61.0,6.926006906736594,0.05
62,62.0,6.865578758884983,0.05
63,63.0,6.83662451807288,0.05
64,64.0,6.906453701375831,0.05
65,65.0,6.878901356070145,0.05
66,66.0,6.937932851271614,0.05
67,67.0,6.875016523788495,0.05
68,68.0,6.73592816614036,0.05
69,69.0,6.918597259426036,0.05
70,70.0,6.785458269765225,0.05
71,71.0,6.956499495978589,0.05
72,72.0,6.970846300382891,0.05
73,73.0,6.858642868903996,0.05
74,74.0,6.8219757174390185,0.05
75,75.0,6.810573486456925,0.05
76,76.0,6.92427629349848,0.05
77,77.0,6.870754028300415,0.05
78,78.0,6.851158315255882,0.05
79,79.0,6.869121701610225,0.05
80,80.0,6.985934795797974,0.05
81,81.0,6.899071402518025,0.05
82,82.0,6.919228158410811,0.05
83,83.0,6.9210035652108886,0.05
84,84.0,6.933295617059686,0.05
85,85.0,6.935658507080207,0.05
86,86.0,6.84728398754159,0.05
87,87.0,6.872264294515757,0.05
88,88.0,6.845202043952704,0.05
89,89.0,6.8478982727127855,0.05
90,90.0,6.940748195745322,0.05
91,91.0,6.858801406259414,0.05
92,92.0,6.880147990305533,0.05
93,93.0,6.849680616009948,0.05
94,94.0,6.854868169303634,0.05
95,95.0,6.924166579778324,0.05
96,96.0,6.862699557771959,0.05
97,97.0,6.8610814227570796,0.05
98,98.0,6.910081689885562,0.05
99,99.0,6.910644547958392,0.05
100,100.0,6.925457687194422,0.05
101,101.0,6.894591153697919,0.05
102,102.0,6.798582262796339,0.05
103,103.0,6.918000504395216,0.05
104,104.0,6.911618516046304,0.05
