,Month,Mean Sea Level [m],STD [m]
0,0.0,6.951515125210502,0.05
1,1.0,6.913080547721651,0.05
2,2.0,7.0513329191168514,0.05
3,3.0,6.917360057736414,0.05
4,4.0,6.935615460745583,0.05
5,5.0,7.009429328969858,0.05
6,6.0,6.885013957324074,0.05
7,7.0,6.901064049120478,0.05
8,8.0,6.940196347758951,0.05
9,9.0,6.914492993028237,0.05
10,10.0,6.871518564746221,0.05
11,11.0,6.921083274288038,0.05
12,12.0,6.9135559569174605,0.05
13,13.0,6.961841288848104,0.05
14,14.0,6.84859858669415,0.05
15,15.0,6.896999365733343,0.05
16,16.0,6.989748172542306,0.05
17,17.0,7.02521547687962,0.05
18,18.0,6.856960253083742,0.05
19,19.0,6.964931910962905,0.05
20,20.0,6.883829445607441,0.05
21,21.0,6.890187486582674,0.05
22,22.0,6.889606489605802,0.05
23,23.0,6.912245356760571,0.05
24,24.0,6.983363049014465,0.05
25,25.0,6.969332425662731,0.05
26,26.0,6.9368388787299615,0.05
27,27.0,6.915886427095019,0.05
28,28.0,6.934386717615927,0.05
29,29.0,6.929096057816456,0.05
30,30.0,6.974215550342532,0.05
31,31.0,6.903154607329928,0.05
32,32.0,6.934593747845358,0.05
33,33.0,6.930020417129289,0.05
34,34.0,6.932628694627264,0.05
35,35.0,6.947875289548209,0.05
36,36.0,6.945467715622195,0.05
37,37.0,7.002497444232255,0.05
38,38.0,6.931581539656401,0.05
39,39.0,7.014172239092833,0.05
40,40.0,6.9209732778121635,0.05
41,41.0,6.91254966245669,0.05
42,42.0,6.9416434472083495,0.05
43,43.0,6.954548765838281,0.05
44,44.0,6.950427766993254,0.05
45,45.0,7.0017156202904225,0.05
46,46.0,6.994254904512395,0.05
47,47.0,6.9621800799272915,0.05
48,48.0,6.920811551514516,0.05
49,49.0,6.9327679516060945,0.05
50,50.0,7.008638874267644,0.05
51,51.0,6.949201983964212,0.05
52,52.0,6.872770925602781,0.05
53,53.0,6.904001625119465,0.05
54,54.0,6.90977452951041,0.05
55,55.0,6.99643073414087,0.05
56,56.0,6.933632600830985,0.05
57,57.0,7.052166443208312,0.05
58,58.0,6.9721623824854255,0.05
59,59.0,6.9457420546890205,0.05
60,60.0,6.917886821921193,0.05
61,61.0,6.988451287806681,0.05
62,62.0,6.927977069659626,0.05
63,63.0,6.898976758552079,0.05
64,64.0,6.968759871559586,0.05
65,65.0,6.941161455958456,0.05
66,66.0,7.000146880864481,0.05
67,67.0,6.937184483085918,0.05
68,68.0,6.798050055142339,0.05
69,69.0,6.980673078132571,0.05
70,70.0,6.847488018176316,0.05
71,71.0,7.018483174094236,0.05
72,72.0,7.032783908203093,0.05
73,73.0,6.9205344064287555,0.05
74,74.0,6.883821184668333,0.05
75,75.0,6.8723728833907956,0.05
76,76.0,6.9860296201369065,0.05
77,77.0,6.932461284643398,0.05
78,78.0,6.912819501303421,0.05
79,79.0,6.9307368173623205,0.05
80,80.0,7.047503841254625,0.05
81,81.0,6.960594377679233,0.05
82,82.0,6.980705063276575,0.05
83,83.0,6.982434399781208,0.05
84,84.0,6.994680381334561,0.05
85,85.0,6.996997201059639,0.05
86,86.0,6.908576611225578,0.05
87,87.0,6.933510847904301,0.05
88,88.0,6.906402527045803,0.05
89,89.0,6.909052685510441,0.05
90,90.0,7.001856538247534,0.05
91,91.0,6.919863678466181,0.05
92,92.0,6.941164192216856,0.05
93,93.0,6.910650747625827,0.05
94,94.0,6.915792230624069,0.05
95,95.0,6.985044570803315,0.05
96,96.0,6.9235314785015065,0.05
97,97.0,6.921867273191183,0.05
98,98.0,6.970821470024221,0.05
99,99.0,6.971338257801607,0.05
100,100.0,6.9861053267421935,0.05
101,101.0,6.955192722950247,0.05
102,102.0,6.859137761753221,0.05
103,103.0,6.978509933056656,0.05
104,104.0,6.972081874412299,0.05
105,105.0,6.998242598605622,0.05
106,106.0,6.905182591733585,0.05
107,107.0,7.073716708735354,0.05
108,108.0,6.886227325737548,0.05
