,Month,Mean Sea Level [m],STD [m]
0,0.0,6.931777339347713,0.05
1,1.0,6.893305184764343,0.05
2,2.0,7.031519979065025,0.05
3,3.0,6.897509540590069,0.05
4,4.0,6.91572736650472,0.05
5,5.0,6.989503657634476,0.05
6,6.0,6.865050708894174,0.05
7,7.0,6.881063223596058,0.05
8,8.0,6.920157945140013,0.05
9,9.0,6.89441701331478,0.05
10,10.0,6.851405007938245,0.05
11,11.0,6.900932140385544,0.05
12,12.0,6.893367245920448,0.05
13,13.0,6.941615000756573,0.05
14,14.0,6.828334721508101,0.05
15,15.0,6.876697923452776,0.05
16,16.0,6.969409153167219,0.05
17,17.0,7.004838880410015,0.05
18,18.0,6.836546079519618,0.05
19,19.0,6.944480160304263,0.05
20,20.0,6.86334011785428,0.05
21,21.0,6.869660581734993,0.05
22,22.0,6.869042007663603,0.05
23,23.0,6.891643297723854,0.05
24,24.0,6.962723412883229,0.05
25,25.0,6.948655212436977,0.05
26,26.0,6.916124088409688,0.05
27,27.0,6.8951340596802275,0.05
28,28.0,6.913596773106617,0.05
29,29.0,6.908268536212627,0.05
30,30.0,6.953350451644185,0.05
31,31.0,6.882251931537063,0.05
32,32.0,6.913653494957972,0.05
33,33.0,6.909042587147386,0.05
34,34.0,6.911613287550843,0.05
35,35.0,6.926822305377269,0.05
36,36.0,6.924377154356736,0.05
37,37.0,6.981369305872278,0.05
38,38.0,6.9104158242019045,0.05
39,39.0,6.992968946543819,0.05
40,40.0,6.89973240816863,0.05
41,41.0,6.891271215718638,0.05
42,42.0,6.920327423375779,0.05
43,43.0,6.933195164911191,0.05
44,44.0,6.9290365889716465,0.05
45,45.0,6.980286865174296,0.05
46,46.0,6.97278857230175,0.05
47,47.0,6.940676170622128,0.05
48,48.0,6.899270065114834,0.05
49,49.0,6.9111888881118935,0.05
50,50.0,6.987022233678926,0.05
51,51.0,6.9275477662809735,0.05
52,52.0,6.851079130825024,0.05
53,53.0,6.88227225324719,0.05
54,54.0,6.888007580543616,0.05
55,55.0,6.974626208079558,0.05
56,56.0,6.911790497675153,0.05
57,57.0,7.030286762957963,0.05
58,58.0,6.950245125140557,0.05
59,59.0,6.923787220249634,0.05
60,60.0,6.895894410387287,0.05
61,61.0,6.966421299178258,0.05
62,62.0,6.905909503936683,0.05
63,63.0,6.8768716157346175,0.05
64,64.0,6.946617151647606,0.05
65,65.0,6.918981158951957,0.05
66,66.0,6.977929006763464,0.05
