,Month,Mean Sea Level [m],STD [m]
0,0.0,6.924085386818262,0.05
1,1.0,6.885656135307388,0.05
2,2.0,7.023913832680566,0.05
3,3.0,6.889946297278106,0.05
4,4.0,6.908207026265253,0.05
5,5.0,6.982026220467505,0.05
6,6.0,6.8576161747996975,0.05
7,7.0,6.873671592574079,0.05
8,8.0,6.912809217190529,0.05
9,9.0,6.8871111884377925,0.05
10,10.0,6.844142086133754,0.05
11,11.0,6.893712121653548,0.05
12,12.0,6.886190130260949,0.05
13,13.0,6.934480788169569,0.05
14,14.0,6.821243411993594,0.05
15,15.0,6.869649517010764,0.05
16,16.0,6.962403649797704,0.05
17,17.0,6.997876280112995,0.05
18,18.0,6.829626382295094,0.05
19,19.0,6.937603366152234,0.05
20,20.0,6.856506226774748,0.05
21,21.0,6.862869593727957,0.05
22,22.0,6.862293922729063,0.05
23,23.0,6.88493811586181,0.05
24,24.0,6.956061134093681,0.05
25,25.0,6.942035836719925,0.05
26,26.0,6.909547615765132,0.05
27,27.0,6.888600490108168,0.05
28,28.0,6.907106106607053,0.05
29,29.0,6.901820772785558,0.05
30,30.0,6.946945591289611,0.05
31,31.0,6.875889974254986,0.05
32,32.0,6.907334440748392,0.05
33,33.0,6.902766436010301,0.05
34,34.0,6.905380039486254,0.05
35,35.0,6.920631960385176,0.05
36,36.0,6.91822971243714,0.05
37,37.0,6.975264767025177,0.05
38,38.0,6.9043541884273,0.05
39,39.0,6.98695021384171,0.05
40,40.0,6.893756578539017,0.05
41,41.0,6.8853382891615205,0.05
42,42.0,6.914437399891158,0.05
43,43.0,6.927348044499066,0.05
44,44.0,6.923232371632017,0.05
45,45.0,6.974525550907163,0.05
46,46.0,6.967070161107113,0.05
47,47.0,6.935000662499987,0.05
48,48.0,6.893637460065189,0.05
49,49.0,6.9055991861347445,0.05
50,50.0,6.981475434774272,0.05
51,51.0,6.9220438704488165,0.05
52,52.0,6.845618138065362,0.05
53,53.0,6.876854163560024,0.05
54,54.0,6.882632393928946,0.05
55,55.0,6.969293924537384,0.05
56,56.0,6.906501117205476,0.05
57,57.0,7.225040285560781,0.05
58,58.0,6.945041550815872,0.05
59,59.0,6.918626548997444,0.05
60,60.0,6.890776642207594,0.05
61,61.0,6.96134643407106,0.05
62,62.0,6.900877541901981,0.05
63,63.0,6.871882556772412,0.05
64,64.0,6.941670995757896,0.05
65,65.0,6.914077906134743,0.05
66,66.0,6.973068657018746,0.05
67,67.0,6.91011158521816,0.05
68,68.0,6.770982483252558,0.05
69,69.0,6.953610832220768,0.05
70,70.0,6.82043109824249,0.05
71,71.0,6.9914315801383875,0.05
72,72.0,7.005737640225223,0.05
73,73.0,6.893493464428862,0.05
74,74.0,6.856785568646417,0.05
75,75.0,6.845342593346857,0.05
76,76.0,6.959004656070944,0.05
77,77.0,6.905441646555413,0.05
78,78.0,6.885805189193413,0.05
79,79.0,6.903727831230291,0.05
80,80.0,7.020500181100573,0.05
81,81.0,6.933596043503158,0.05
82,82.0,6.953712055078477,0.05
83,83.0,6.955446717561088,0.05
84,84.0,6.967698025092419,0.05
85,85.0,6.970020170795474,0.05
86,86.0,6.88160490693939,0.05
87,87.0,6.906544469596089,0.05
88,88.0,6.87944147471557,0.05
89,89.0,6.882096959158185,0.05
90,90.0,6.974906137873255,0.05
91,91.0,6.89291860406988,0.05
92,92.0,6.914224443798532,0.05
93,93.0,6.883716325185481,0.05
94,94.0,6.8888631341617,0.05
95,95.0,6.958120800318923,0.05
96,96.0,6.896613033995092,0.05
97,97.0,6.894954154662746,0.05
98,98.0,6.943913677473761,0.05
99,99.0,6.944435791229124,0.05
100,100.0,6.959208186147688,0.05
101,101.0,6.928300908333719,0.05
102,102.0,6.832251273114672,0.05
103,103.0,6.951628770396082,0.05
104,104.0,6.945206037729704,0.05
105,105.0,6.971372087901004,0.05
106,106.0,6.878317407006944,0.05
107,107.0,7.046856849986691,0.05
108,108.0,6.8593727929668615,0.05
109,109.0,6.957515392169598,0.05
110,110.0,6.9236411207683055,0.05
111,111.0,6.897162357715715,0.05
112,112.0,6.9625012384771905,0.05
113,113.0,6.9077987447868585,0.05
114,114.0,6.80526479022833,0.05
115,115.0,6.8638575892181,0.05
116,116.0,6.945280045711009,0.05
117,117.0,7.034471053146589,0.05
118,118.0,6.848685442914059,0.05
119,119.0,6.922076767529559,0.05
120,120.0,6.981129005584769,0.04
121,121.0,6.9475501070377845,0.04
122,122.0,6.90842609093705,0.04
123,123.0,6.866749573164339,0.04
124,124.0,6.852556133636079,0.04
125,125.0,6.89406158449192,0.04
126,126.0,6.909417065173123,0.04
127,127.0,6.834364351702871,0.04
128,128.0,6.856757705635006,0.04
129,129.0,6.936826276309107,0.04
130,130.0,6.90849627460335,0.04
131,131.0,6.894838374936494,0.04
132,132.0,6.908906462372941,0.04
133,133.0,6.892877868964859,0.04
134,134.0,6.962659138153874,0.04
135,135.0,6.991332282914028,0.04
136,136.0,7.008854371839632,0.04
137,137.0,6.954477295513198,0.04
138,138.0,6.956147115237917,0.04
139,139.0,6.984960461164547,0.04
140,140.0,6.996150224975203,0.04
141,141.0,6.985396098211105,0.04
142,142.0,6.975454869483637,0.04
143,143.0,6.901753063705282,0.04
144,144.0,6.8633268539625005,0.04
145,145.0,6.962576537033582,0.04
146,146.0,6.923912757027554,0.04
147,147.0,6.925614844014763,0.04
148,148.0,6.8924404864658975,0.04
149,149.0,6.876154888190625,0.04
150,150.0,6.984455241501564,0.04
151,151.0,6.947148246863161,0.04
152,152.0,6.8861185327674175,0.04
153,153.0,6.944512292292576,0.04
154,154.0,6.941295105287198,0.04
155,155.0,6.950120708439601,0.04
156,156.0,7.0187531918048265,0.04
157,157.0,6.928209905633888,0.04
158,158.0,6.878588692820614,0.04
159,159.0,6.931410956198771,0.04
160,160.0,6.904270617546413,0.04
161,161.0,6.9522432248697115,0.04
162,162.0,6.938897840064664,0.04
163,163.0,6.944511842270655,0.04
164,164.0,6.908145355949012,0.04
165,165.0,6.947550185441507,0.04
166,166.0,6.910768421292815,0.04
167,167.0,6.952044668152598,0.04
168,168.0,6.919489719256666,0.04
169,169.0,6.886969297568861,0.04
170,170.0,6.951822130192943,0.04
171,171.0,6.9038130608787895,0.04
172,172.0,6.9899876902394125,0.04
173,173.0,6.950126326967007,0.04
174,174.0,6.951291915545684,0.04
175,175.0,6.9368131289943,0.04
176,176.0,6.930560888581589,0.04
177,177.0,6.837642688469609,0.04
178,178.0,6.982173050947991,0.04
179,179.0,6.900905378791088,0.04
180,180.0,6.9718879638242655,0.04
181,181.0,6.908272697740298,0.04
182,182.0,7.168263693678916,0.04
183,183.0,6.925196787510384,0.04
184,184.0,6.8928002016369945,0.04
185,185.0,6.92764727973188,0.04
186,186.0,6.953745119151408,0.04
187,187.0,6.918299771902103,0.04
188,188.0,6.884479199227963,0.04
189,189.0,6.9122895411412335,0.04
190,190.0,6.9453864864467185,0.04
191,191.0,6.981457507502549,0.04
192,192.0,6.969182812936924,0.04
193,193.0,6.947416830895657,0.04
194,194.0,6.896272463565676,0.04
195,195.0,6.972547524652924,0.04
196,196.0,6.937416006153815,0.04
197,197.0,6.927023937418812,0.04
198,198.0,6.97320325979081,0.04
199,199.0,6.961688257696192,0.04
200,200.0,6.957134819845318,0.04
201,201.0,6.89126395870777,0.04
202,202.0,6.913080702921385,0.04
203,203.0,6.869521573074153,0.04
204,204.0,6.9456301149150255,0.04
205,205.0,6.939157900170266,0.04
206,206.0,6.975506300911884,0.04
207,207.0,6.946861243838075,0.04
208,208.0,6.923837358773323,0.04
209,209.0,7.0231903081183855,0.04
210,210.0,6.897723462602132,0.04
211,211.0,6.885630820430761,0.04
212,212.0,6.914834968916065,0.04
213,213.0,6.960421064154721,0.04
214,214.0,6.925636599061926,0.04
215,215.0,6.922155016006017,0.04
216,216.0,6.8951086809041255,0.04
217,217.0,6.999049604556933,0.04
218,218.0,6.915376556295153,0.04
219,219.0,6.89725899813444,0.04
220,220.0,6.935761502944609,0.04
221,221.0,6.908528613258419,0.04
222,222.0,6.931711718555926,0.04
223,223.0,6.99459561140166,0.04
224,224.0,6.923506959297008,0.04
225,225.0,6.939549311420328,0.04
226,226.0,6.9269746980576405,0.04
227,227.0,6.934222536910889,0.04
228,228.0,6.9748549468800904,0.04
229,229.0,6.963508729476865,0.04
230,230.0,6.92875440949726,0.04
231,231.0,6.905358622140219,0.04
232,232.0,6.937401592018136,0.04
233,233.0,6.976249646738432,0.04
234,234.0,6.94242740188746,0.04
235,235.0,6.938190834195483,0.04
236,236.0,6.87115612853307,0.04
237,237.0,6.98340718300466,0.04
238,238.0,6.884178900005145,0.04
239,239.0,6.892715385583483,0.04
240,240.0,6.932904092920614,0.03
241,241.0,6.94539026191516,0.03
242,242.0,6.945878920812726,0.03
243,243.0,6.921789799712903,0.03
244,244.0,6.935483681710478,0.03
245,245.0,6.926843781287174,0.03
246,246.0,6.890942560917834,0.03
247,247.0,6.9377391959424966,0.03
248,248.0,6.924766378234206,0.03
249,249.0,6.958331921795999,0.03
250,250.0,6.941575613898015,0.03
251,251.0,6.975021288919423,0.03
252,252.0,6.967169539997846,0.03
253,253.0,6.973440674650405,0.03
254,254.0,6.982885483401771,0.03
255,255.0,6.967607382764665,0.03
256,256.0,6.94199458372243,0.03
257,257.0,6.9877544258066715,0.03
258,258.0,6.919477867529031,0.03
259,259.0,6.946448118739244,0.03
260,260.0,6.973477302328596,0.03
261,261.0,6.939238655915579,0.03
262,262.0,6.969487683019002,0.03
263,263.0,6.924111237035507,0.03
264,264.0,6.932175986748325,0.03
265,265.0,6.964951398707181,0.03
266,266.0,6.970098384159773,0.03
267,267.0,6.984831971480759,0.03
268,268.0,6.946990956448801,0.03
269,269.0,6.958215411280252,0.03
270,270.0,6.96823000627499,0.03
271,271.0,6.9636428202327085,0.03
272,272.0,6.91071684596022,0.03
273,273.0,6.932868429849798,0.03
274,274.0,6.9934352500717845,0.03
275,275.0,6.913002526170307,0.03
276,276.0,6.969364420568875,0.03
277,277.0,6.937905877265109,0.03
278,278.0,6.980945558275757,0.03
279,279.0,6.92767957364849,0.03
280,280.0,6.952668871240763,0.03
281,281.0,6.890584106110508,0.03
282,282.0,6.950293702689762,0.03
283,283.0,6.983963707001848,0.03
284,284.0,6.906877272041342,0.03
285,285.0,6.9876510175119515,0.03
286,286.0,6.9308018776465445,0.03
287,287.0,6.950892789581688,0.03
288,288.0,7.169368074938923,0.03
289,289.0,6.98514005012772,0.03
290,290.0,6.926686259110487,0.03
291,291.0,6.936989187470445,0.03
292,292.0,6.914961626504082,0.03
293,293.0,6.92370064451784,0.03
294,294.0,6.987962194959588,0.03
295,295.0,6.938562810804857,0.03
296,296.0,6.980860647350418,0.03
297,297.0,6.9489001486294235,0.03
298,298.0,6.9647443840995535,0.03
299,299.0,6.939348206592306,0.03
300,300.0,6.967528061497968,0.03
301,301.0,7.0325458588963645,0.03
302,302.0,6.974651192198542,0.03
303,303.0,6.970415225940161,0.03
304,304.0,6.941137137691995,0.03
305,305.0,6.985918555229261,0.03
306,306.0,6.996542952594327,0.03
307,307.0,6.904879854897306,0.03
308,308.0,6.914708217430215,0.03
309,309.0,7.019347115248095,0.03
310,310.0,6.96924642020592,0.03
311,311.0,6.960521082478867,0.03
312,312.0,6.973709581432071,0.03
313,313.0,6.989899278194768,0.03
314,314.0,6.981196532414811,0.03
315,315.0,6.950655099316764,0.03
316,316.0,7.019433347671633,0.03
317,317.0,6.958077563218905,0.03
318,318.0,6.931631274691336,0.03
319,319.0,6.941337737614111,0.03
320,320.0,6.954256690947032,0.03
321,321.0,6.947024630332695,0.03
322,322.0,6.952943199130999,0.03
323,323.0,6.968216625251574,0.03
324,324.0,6.860410807744255,0.03
325,325.0,6.935743104019441,0.03
326,326.0,6.987789873270581,0.03
327,327.0,6.9763452014983836,0.03
328,328.0,6.9392111709247635,0.03
329,329.0,6.941071321600196,0.03
330,330.0,6.994196931884366,0.03
331,331.0,6.952725815873097,0.03
332,332.0,6.944427156350784,0.03
333,333.0,7.016180377154757,0.03
334,334.0,6.949588411653727,0.03
335,335.0,6.981387610367376,0.03
336,336.0,6.959665727398303,0.03
337,337.0,6.962735066232951,0.03
338,338.0,6.932970330485077,0.03
339,339.0,6.936753105043526,0.03
340,340.0,6.999480566222685,0.03
341,341.0,6.927747280703185,0.03
342,342.0,6.970410422401536,0.03
343,343.0,6.926431870374144,0.03
344,344.0,6.955227774687514,0.03
345,345.0,6.961500262188334,0.03
346,346.0,7.153901788623974,0.03
347,347.0,6.997013672279408,0.03
348,348.0,6.957629418501449,0.03
349,349.0,6.999761163727267,0.03
350,350.0,6.935466304453513,0.03
351,351.0,6.991026165121399,0.03
352,352.0,7.03387312601239,0.03
353,353.0,6.970517512257735,0.03
354,354.0,6.944785129694936,0.03
355,355.0,6.978733996088157,0.03
356,356.0,6.968773259453374,0.03
357,357.0,6.958424117269157,0.03
358,358.0,6.961284506407426,0.03
359,359.0,6.947710562680323,0.03
360,360.0,6.9737283184498935,0.02
361,361.0,6.9576799697451435,0.02
362,362.0,6.948464864473826,0.02
363,363.0,6.982084135729773,0.02
364,364.0,6.962637167934017,0.02
365,365.0,7.019036187632357,0.02
366,366.0,6.961315351621267,0.02
367,367.0,6.952133621681901,0.02
368,368.0,6.95566606336146,0.02
369,369.0,6.974253379448508,0.02
370,370.0,6.953060354749085,0.02
371,371.0,6.941916878029656,0.02
372,372.0,7.000142778416941,0.02
373,373.0,6.942731269430947,0.02
374,374.0,6.997982707937183,0.02
375,375.0,6.9707065543367115,0.02
376,376.0,6.946819094255629,0.02
377,377.0,7.00156429189286,0.02
378,378.0,6.96434324220915,0.02
379,379.0,6.948436994156079,0.02
380,380.0,6.9700717663313325,0.02
381,381.0,6.994668120339654,0.02
